name,amenity,healthcare,facility_category,is_demand_point,is_candidate_station,latitude,longitude,facility_id,no_fly_categories,in_no_fly_zone
مرکز درمانی دارالشفاء امام حسن مجتبی(ع),clinic,clinic,clinic,True,False,35.6852967,51.4541419,0,airport_buffer,True
مطب دکتر شفیع زاده,doctors,doctor,doctors,True,False,35.6985188,51.3809752,1,,False
درمانگاه شهید فلاحی,clinic,clinic,clinic,True,False,35.7847134,51.5027743,2,military_security,True
درمانگاه شبانه روزی گرگان,clinic,clinic,clinic,True,False,35.705441,51.4439145,3,airport_buffer,True
پلی کلینیک تخصصی جشنواره,clinic,clinic,clinic,True,False,35.7294441,51.5472681,4,,False
مطب دکتر فارسی,doctors,doctor,doctors,True,False,35.7584329,51.4532798,5,government_political,True
درمانگاه امیرکبیر,clinic,clinic,clinic,True,False,35.6617333,51.3437569,6,airport_buffer,True
درمانگاه شبانه‌روزی مشیری,clinic,clinic,clinic,True,False,35.6683568,51.3468576,7,airport_buffer,True
درمانگاه ازگل,clinic,clinic,clinic,True,False,35.7961139,51.4961524,8,,False
مرکز تصویربرداری پزشکی نماطب,clinic,clinic,clinic,True,False,35.7042035,51.4392284,9,airport_buffer,True
آزمایشگاه تشخیص طبی یونسی,,laboratory,laboratory,True,False,35.7118978,51.4504791,10,airport_buffer,True
آزمایشگاه تشخیص طبی تک,,laboratory,laboratory,True,False,35.7056554,51.4442209,11,airport_buffer,True
مرکز تصویربرداری پزشکی ملاصدرا MRI,clinic,clinic,clinic,True,False,35.7532647,51.3964376,12,,False
درمانگاه نور,clinic,clinic,clinic,True,False,35.5903596,51.4350716,13,,False
درمانگاه ایلیاد,clinic,clinic,clinic,True,False,35.7596124,51.3028471,14,,False
درمانگاه خیریه شهدای مسجد جامع غدیر خم,clinic,clinic,clinic,True,False,35.7573442,51.4575593,15,,False
آزمایشگاه تشخیص پزشکی دکتر فلاح,,laboratory,laboratory,True,False,35.6613018,51.4858747,16,,False
مرکز تصویربرداری پزشکی حقیقت,doctors,doctor,doctors,True,False,35.7299883,51.4955341,17,airport_buffer,True
داروخانه دکتر مفیدی,clinic,clinic,clinic,True,False,35.7474762,51.2634177,18,airport_buffer|government_political,True
درمانگاه شبانه روزی الزهرا,clinic,,clinic,True,False,35.7234622,51.3103267,19,airport_buffer|government_political,True
درمانگاه خیریه حضرت ولیعصر(عج),clinic,clinic,clinic,True,False,35.6837091,51.4311174,20,,False
آزمایشگاه تشخیص طبی مهرآگین,,laboratory,laboratory,True,False,35.7450518,51.5162507,21,,False
درمانگاه شبانه‌روزی حضرت ابوالفضل,clinic,clinic,clinic,True,False,35.7048378,51.487854,22,airport_buffer,True
آزمایشگاه مسعود,,laboratory,laboratory,True,False,35.7627496,51.4123269,23,government_political,True
درمانگاه شبانه‌روزی دولت,clinic,clinic,clinic,True,False,35.7804138,51.4630707,24,government_political,True
درمانگاه مرزداران,clinic,clinic,clinic,True,False,35.7341808,51.3550407,25,,False
تراب,clinic,clinic,clinic,True,False,35.7795331,51.4482507,26,,False
درمانگاه شوکت,clinic,clinic,clinic,True,False,35.7473483,51.5021596,27,,False
آزمایشگاه تشخیص طبی دکتر محرابیان,,laboratory,laboratory,True,False,35.7498973,51.5443573,28,,False
مرکز بهداشتی و درمانی شهرداری تهران,clinic,clinic,clinic,True,False,35.7135296,51.487806,29,airport_buffer,True
کلینیک طب سوزنی,clinic,clinic,clinic,True,False,35.7056768,51.4402153,30,airport_buffer,True
درمانگاه شاهد,clinic,clinic,clinic,True,False,35.7339876,51.5390586,31,,False
ساختمان پزشکان سینا,clinic,clinic,clinic,True,False,35.7416841,51.546967,32,,False
درمانگاه ایرانپارس,clinic,clinic,clinic,True,False,35.7673953,51.3094619,33,,False
درمانگاه فرهنگیان,clinic,clinic,clinic,True,False,35.712956,51.4895529,34,airport_buffer,True
مطب دکتر محمد کمالی,doctors,doctor,doctors,True,False,35.7402559,51.338697,35,,False
unnamed,clinic,clinic,clinic,True,False,35.7378871,51.2859707,36,airport_buffer,True
کلینیک فوق تخصصی چشم پزشکی نور,clinic,clinic,clinic,True,False,35.7237573,51.4384316,37,airport_buffer,True
کلینیک اسرا طب سنتی,clinic,clinic,clinic,True,False,35.7163157,51.4907647,38,airport_buffer,True
مرکز بهداشت شرکت ارتباطات زیرساخت,clinic,clinic,clinic,True,False,35.7056453,51.3979621,39,,False
دکتر گیتی الیاسی,doctors,doctor,doctors,True,False,35.7110315,51.3157479,40,airport_buffer,True
درمانگاه تخصصی شهرداری منطقه ۸,clinic,clinic,clinic,True,False,35.7252862,51.5020768,41,airport_buffer,True
کلینیک نسیم قیطریه,clinic,clinic,clinic,True,False,35.7923,51.4529144,42,,False
کلینیک تخصصی شبانه روزی ندا,clinic,,clinic,True,False,35.7973568,51.4573878,43,,False
درمانگاه خیریه,clinic,,clinic,True,False,35.7191727,51.4721931,44,airport_buffer,True
مرکز بهداشت شهید دکمه چی,clinic,,clinic,True,False,35.7341423,51.4741091,45,airport_buffer,True
کلینیک پوست دکتر دولتى,clinic,,clinic,True,False,35.7619289,51.4126116,46,,False
کلینیک پوست به‌سیما,clinic,clinic,clinic,True,False,35.7492073,51.4108098,47,government_political,True
مطب دکتر ناطقیان,doctors,doctor,doctors,True,False,35.7527628,51.4490184,48,,False
کلینیک,clinic,clinic,clinic,True,False,35.7864944,51.4869653,49,,False
درمانگاه پارتیان,clinic,clinic,clinic,True,False,35.7392684,51.4698598,50,government_political,True
دکتر مجتبی کلینی جراح زیبایی,doctors,doctor,doctors,True,False,35.7444093,51.4115326,51,,False
مطب دکتر پارسا,doctors,doctor,doctors,True,False,35.770495,51.4400062,52,,False
کیلینیک تخصصی تصویربرداری دلیری,clinic,clinic,clinic,True,False,35.6574773,51.372674,53,,False
کلینیک تصویربرداری گامانایف,clinic,clinic,clinic,True,False,35.7671947,51.4255189,54,,False
مطب خانم دکتر توکلی,doctors,doctor,doctors,True,False,35.7680181,51.4415913,55,government_political,True
آزمایشگاه هاشمی نژاد,,laboratory,laboratory,True,False,35.6666409,51.3662636,56,airport_buffer|government_political,True
کیلینیک تخصصی اطفال پگاه,clinic,clinic,clinic,True,False,35.7437132,51.4584503,57,,False
درمانگاه خانواده,clinic,clinic,clinic,True,False,35.6769213,51.327891,58,airport_buffer|government_political|military_security,True
درمانگاه,clinic,clinic,clinic,True,False,35.7563219,51.3768393,59,,False
آزمایشگاه پاتوبیولوژی مرکزی,,laboratory,laboratory,True,False,35.7977808,51.4184429,60,,False
درمانگاه اباصالح ع,clinic,,clinic,True,False,35.7895742,51.4190029,61,government_political,True
پلی کلینیک تخصصی موسسه رفاهی کشتیرانی,clinic,clinic,clinic,True,False,35.7700608,51.4926527,62,government_political,True
ساختمان پزشکان,clinic,clinic,clinic,True,False,35.7374215,51.3765436,63,,False
درمانگاه شبانه روزی گلستان غرب,clinic,clinic,clinic,True,False,35.7497635,51.2414992,64,airport_buffer,True
حامد محمد قهری,doctors,doctor,doctors,True,False,35.7790877,51.4631243,65,government_political,True
درمانگاه خیریه ولیعصر(ارشاد),clinic,clinic,clinic,True,False,35.6019747,51.427069,66,,False
درمانگاه دکتر ایرانزاد,clinic,clinic,clinic,True,False,35.7002855,51.3683891,67,airport_buffer,True
مطب دکتر بهار محجوبی,doctors,doctor,doctors,True,False,35.7285404,51.4352524,68,,False
دکتر نبوی فوق تخصص آلرژی کودکان,doctors,doctor,doctors,True,False,35.7797316,51.4493874,69,,False
پاتوبیولوژی نصرت,clinic,,clinic,True,False,35.7063989,51.3648739,70,airport_buffer,True
کلینیک سید الشهدا,clinic,clinic,clinic,True,False,35.6557356,51.35354,71,airport_buffer,True
کلینیک امام رضا,clinic,clinic,clinic,True,False,35.6555559,51.3538284,72,,False
درمانگاه رئوف,clinic,clinic,clinic,True,False,35.7745606,51.4338977,73,,False
مرکز روماتیسم ایران,clinic,clinic,clinic,True,False,35.7186411,51.3898664,74,government_political,True
رادیولوژی و سونوگرافی بزرگمهر,doctors,doctor,doctors,True,False,35.7036552,51.4046207,75,,False
درمانگاه بهاران,clinic,clinic,clinic,True,False,35.6504544,51.3562798,76,,False
مرکز خدمات پزشکی شهرک شهید باقری,clinic,clinic,clinic,True,False,35.7611605,51.2058682,77,airport_buffer,True
unnamed,clinic,clinic,clinic,True,False,35.76849,51.291753,78,,False
رادیولوژی طوس,doctors,doctor,doctors,True,False,35.7113416,51.3159634,79,airport_buffer,True
آزمایشگاه پاتوبیولوژی پژوهش,,laboratory,laboratory,True,False,35.7077595,51.3059735,80,airport_buffer,True
مرکز خدمات جامع سلامت شهید غفاری,clinic,clinic,clinic,True,False,35.707757,51.306238,81,airport_buffer,True
مرکز اهدای خون,,blood_donation,blood_donation,False,True,35.7234,51.3347326,82,airport_buffer,True
ساختمان پزشکان سبز,clinic,clinic,clinic,True,False,35.7214278,51.3465533,83,airport_buffer,True
کیش طب آریا /تن آور,clinic,clinic,clinic,True,False,35.7705886,51.4399076,84,,False
درمانگاه شبانه‌روزی اسفند,clinic,clinic,clinic,True,False,35.7004988,51.3906119,85,government_political,True
مطب دکتر سهراب هاشمى فشارکى,doctors,doctor,doctors,True,False,35.7800155,51.4492664,86,,False
آزمایشگاه پیشرفته,,laboratory,laboratory,True,False,35.6576189,51.3611572,87,,False
دارالشفا قائم,clinic,,clinic,True,False,35.8048757,51.4398969,88,government_political,True
مرکز سی تی اسکن کامرانی,clinic,clinic,clinic,True,False,35.7005725,51.3902619,89,government_political,True
آزمایشگاه دکتر نظری,,laboratory,laboratory,True,False,35.7254679,51.5243617,90,government_political,True
آزمایشگاه نارمک,,laboratory,laboratory,True,False,35.7287748,51.4941788,91,airport_buffer,True
مرکز اهدای خون شهدای چیذر,,blood_donation,blood_donation,False,True,35.7975498,51.4567779,92,,False
درمانگاه شهرداری منطقه ۱۷,clinic,clinic,clinic,True,False,35.6564587,51.3642435,93,government_political,True
پایگاه سلامت شهید صفرپور,clinic,clinic,clinic,True,False,35.7530491,51.2195866,94,airport_buffer,True
درمانگاه افرا,clinic,clinic,clinic,True,False,35.6581232,51.3581127,95,airport_buffer,True
دکتر حامد عباسی,doctors,doctor,doctors,True,False,35.8048619,51.4217257,96,,False
صبا,clinic,clinic,clinic,True,False,35.6562412,51.3533501,97,airport_buffer,True
درمانگاه ابوریحان,clinic,clinic,clinic,True,False,35.6995742,51.4022672,98,,False
کاشت مو ایران نوین,clinic,clinic,clinic,True,False,35.7868693,51.3506788,99,,False
درمانگاه شبانه روزی ساج,clinic,clinic,clinic,True,False,35.7849008,51.3613315,100,,False
unnamed,clinic,clinic,clinic,True,False,35.7235184,51.4352105,101,,False
unnamed,clinic,clinic,clinic,True,False,35.7251761,51.4354727,102,,False
دکتر کوهستانی,doctors,doctor,doctors,True,False,35.7701583,51.3613338,103,,False
آزمایشگاه دکتر ریاضی,,laboratory,laboratory,True,False,35.7263279,51.3225103,104,,False
قضاوی,doctors,doctor,doctors,True,False,35.806854,51.4676503,105,,False
دکتر مالک اطمینان راد متخصص ستون فقرات,doctors,,doctors,True,False,35.7211539,51.3915216,106,,False
unnamed,doctors,doctor,doctors,True,False,35.7246328,51.4377742,107,airport_buffer,True
unnamed,,clinic,clinic,True,False,35.6979222,51.3406476,108,airport_buffer,True
درمانگاه سرسبز,clinic,clinic,clinic,True,False,35.7354138,51.4955203,109,airport_buffer|government_political,True
کلینیک پزشکان سبلان,clinic,clinic,clinic,True,False,35.7258986,51.4596324,110,airport_buffer|government_political,True
دکتر رزاقی,doctors,doctor,doctors,True,False,35.80627,51.4411202,111,government_political,True
انجمن دندانپزشکان عمومی ایران,doctors,,doctors,True,False,35.7793917,51.4212408,112,,False
دکتر چناری,doctors,doctor,doctors,True,False,35.7314102,51.3508291,113,,False
مطب دکتر فرزانه,doctors,doctor,doctors,True,False,35.7506357,51.4086453,114,,False
دکتر سهیلا عارفی,doctors,doctor,doctors,True,False,35.7769338,51.3543045,115,,False
دکتر مکبری نژاد,doctors,doctor,doctors,True,False,35.797532,51.4366166,116,government_political,True
ساختمان پزشکان کاوه,clinic,clinic,clinic,True,False,35.780236,51.4491389,117,,False
آزمایشگاه فراز,,laboratory,laboratory,True,False,35.7283552,51.5137706,118,,False
ساختمان پزشکان صبا,clinic,clinic,clinic,True,False,35.6573992,51.3639239,119,government_political,True
آزمایشگاه دکتر جوادی,,laboratory,laboratory,True,False,35.6573917,51.364081,120,government_political,True
ساختمان پزشکان,doctors,doctor,doctors,True,False,35.6572375,51.3658002,121,government_political,True
مطب دکتر مظاهری,doctors,doctor,doctors,True,False,35.6572864,51.3653296,122,government_political,True
کلینیک ترک اعتیاد پردیس,clinic,clinic,clinic,True,False,35.6573359,51.3646126,123,government_political,True
رادیولوژی فلاح,doctors,doctor,doctors,True,False,35.6573862,51.3641602,124,government_political,True
آزمایشگاه بهنیا,,laboratory,laboratory,True,False,35.6570759,51.367056,125,government_political,True
ساختمان شماره ۳ بیمارستان,hospital,hospital,hospital,True,True,35.640617,51.4204254,126,,False
دکتر راحله امانی,doctors,doctor,doctors,True,False,35.7738327,51.3762782,127,government_political,True
دکتر مهسا قربانی,doctors,doctor,doctors,True,False,35.7503106,51.4102685,128,,False
درمانگاه هاشمی,clinic,clinic,clinic,True,False,35.6918119,51.3510205,129,airport_buffer,True
مرکز جراحی محدود گاندی,clinic,clinic,clinic,True,False,35.7567068,51.4133668,130,government_political,True
unnamed,clinic,clinic,clinic,True,False,35.672278,51.4197943,131,government_political,True
پایگاه سلامت جامعه زهرا همایون نامجو,clinic,clinic,clinic,True,False,35.7076664,51.4467109,132,airport_buffer,True
مرکز اهدای خون وصال,,blood_donation,blood_donation,False,True,35.7060269,51.3988835,133,,False
کلینیک کار درمانی صالحی,clinic,clinic,clinic,True,False,35.7077906,51.3873493,134,,False
مطب دکتر خدائیانی,doctors,doctor,doctors,True,False,35.7604104,51.4283268,135,government_political,True
نصیری,doctors,doctor,doctors,True,False,35.7688571,51.3708374,136,,False
درمانگاه دروس,clinic,clinic,clinic,True,False,35.7675676,51.4496359,137,,False
مرکز توانبخشی ارمغان عصر,clinic,clinic,clinic,True,False,35.7468783,51.4126691,138,,False
درمانگاه شبانه روزی الزهرا,clinic,clinic,clinic,True,False,35.7398718,51.5955745,139,government_political,True
مطب دکتر تقوى,doctors,doctor,doctors,True,False,35.7719957,51.4408716,140,,False
آزمایشگاه تشخیص پزشکی کاخ,,laboratory,laboratory,True,False,35.7094976,51.4041978,141,government_political,True
درمانگاه مهزیار,clinic,clinic,clinic,True,False,35.6563352,51.3868483,142,,False
آزمایشگاه تشخیص طبی جواد,,laboratory,laboratory,True,False,35.6558827,51.3871816,143,,False
بهبود,clinic,clinic,clinic,True,False,35.7292904,51.4271573,144,government_political,True
کلینیک گلریز,clinic,clinic,clinic,True,False,35.7332448,51.4064096,145,government_political,True
۳۴۴ clinic,clinic,clinic,clinic,True,False,35.7236966,51.4171623,146,,False
مطب دکتر کشکولی,doctors,doctor,doctors,True,False,35.752491,51.3972619,147,,False
آزمایشگاه پاتوبیولوژی آزادی,,laboratory,laboratory,True,False,35.7003321,51.3749988,148,,False
مرکز جراحی و پلی کلینیک تخصصی ماد,clinic,clinic,clinic,True,False,35.7732109,51.3658294,149,,False
عينک شالچی,clinic,clinic,clinic,True,False,35.7015752,51.4301766,150,airport_buffer,True
ساختمان پزشکان ۲۰۰,clinic,clinic,clinic,True,False,35.7261546,51.4184368,151,government_political,True
دکتر ناصر سیگاری طب سوزنی,doctors,,doctors,True,False,35.7602223,51.4101898,152,,False
بیمارستان نهاد ریاست جمهوری,clinic,clinic,clinic,True,False,35.7101824,51.4008342,153,government_political,True
درمانگاه یادگار,clinic,clinic,clinic,True,False,35.6985467,51.3556031,154,airport_buffer,True
دکتر معظمی,doctors,doctor,doctors,True,False,35.7583484,51.410928,155,government_political,True
unnamed,,clinic,clinic,True,False,35.7965948,51.429244,156,,False
رادیولوژی و سونوگرافی یاسین,doctors,doctor,doctors,True,False,35.6533639,51.4987045,157,government_political,True
درمانگاه ۱۳ آبان,clinic,clinic,clinic,True,False,35.6399367,51.4111283,158,,False
درمانگاه شبانه روزی حیان,clinic,clinic,clinic,True,False,35.756358,51.28931,159,,False
درمانگاه شبانه روزی صدر,clinic,clinic,clinic,True,False,35.763346,51.2905259,160,government_political,True
مجتمع پزشکان سلسبیل,clinic,clinic,clinic,True,False,35.6857042,51.3768593,161,government_political,True
درمانگاه اکبر آباد,clinic,clinic,clinic,True,False,35.6791797,51.3772466,162,,False
کلینیک دیابت ثمین,clinic,clinic,clinic,True,False,35.7994558,51.4035064,163,government_political,True
درمانگاه شبانه روزی دندانپزشکی الغدیر,clinic,clinic,clinic,True,False,35.6872941,51.3691566,164,airport_buffer|government_political,True
آزمایشگاه,,laboratory,laboratory,True,False,35.7011873,51.4104405,165,,False
درمانگاه دکتر صفدریان,clinic,clinic,clinic,True,False,35.7305871,51.480897,166,airport_buffer,True
آزمایشگاه پزشکی,,laboratory,laboratory,True,False,35.6620327,51.4451367,167,,False
طب سنتی دکتر پرما,doctors,doctor,doctors,True,False,35.7638965,51.4750673,168,,False
دکتر نفیسه کاشانی زاده,doctors,doctor,doctors,True,False,35.70313,51.4028201,169,,False
دکتر رضا عرفانیان سلیم,doctors,doctor,doctors,True,False,35.7642904,51.4201091,170,government_political,True
آزمایشگاه پزشکی,,laboratory,laboratory,True,False,35.7091389,51.4063969,171,,False
مرکز اهداء خون,,blood_donation,blood_donation,False,True,35.7110248,51.40584,172,,False
آزمایشگاه پزشکی ناجا,,laboratory,laboratory,True,False,35.6999007,51.3926964,173,,False
پایگاه سلامت شهید شمیرانی,clinic,clinic,clinic,True,False,35.7055933,51.449003,174,airport_buffer,True
درمانگاه مجیدیه,clinic,clinic,clinic,True,False,35.7345487,51.4624641,175,,False
گروه پزشکی تخصصی غرب,clinic,clinic,clinic,True,False,35.6918629,51.3700485,176,airport_buffer,True
حکیم,doctors,doctor,doctors,True,False,35.7059675,51.4303857,177,airport_buffer|government_political,True
ساختمان پزشکان مهرداد,clinic,clinic,clinic,True,False,35.7250504,51.4258853,178,government_political,True
کلینیک ویژه بیمارستان شریعتی,clinic,clinic,clinic,True,False,35.722021,51.389346,179,,False
کلینیک ارتوپدی پارت ارم,clinic,clinic,clinic,True,False,35.71121,51.4145661,180,government_political,True
مطب دکتر علی پناه خلج متخصص کودکان,doctors,doctor,doctors,True,False,35.6572164,51.365549,181,government_political,True
دکتر سارا میرزنده دل,doctors,,doctors,True,False,35.7197676,51.3359315,182,airport_buffer|government_political,True
مرکز خدمات مشاوره ای جوان,clinic,clinic,clinic,True,False,35.7345286,51.4873718,183,airport_buffer,True
دکتر پریسا عبدلی,doctors,doctor,doctors,True,False,35.7412915,51.472301,184,,False
مرکز جراحی فک وصورت ایران,clinic,,clinic,True,False,35.7586446,51.4103584,185,government_political,True
مطب دکتر مجید حاتمی,doctors,doctor,doctors,True,False,35.7675956,51.411357,186,,False
آزمایشگاه پاتوبیولوژی شمس,,laboratory,laboratory,True,False,35.7488785,51.4716835,187,,False
درمانگاه خیریه ولی الله,clinic,clinic,clinic,True,False,35.6739691,51.4435639,188,airport_buffer,True
یاریگر,clinic,clinic,clinic,True,False,35.74609,51.4056011,189,,False
مطب محمدرضا سعادت,doctors,doctor,doctors,True,False,35.7023832,51.3135231,190,airport_buffer,True
کلینیک چشم پزشکی سینوهه,clinic,clinic,clinic,True,False,35.7747821,51.3771325,191,government_political,True
unnamed,clinic,clinic,clinic,True,False,35.7432773,51.5310422,192,,False
unnamed,clinic,clinic,clinic,True,False,35.7950376,51.4823437,193,,False
آزمایشگاه نیلو,,laboratory,laboratory,True,False,35.7405977,51.4103486,194,,False
کلینیک سلامت,clinic,clinic,clinic,True,False,35.7814577,51.4674309,195,government_political,True
فرهاد علی همتی,doctors,doctor,doctors,True,False,35.772903,51.4346088,196,,False
مطب خانم دکتر رزیتا داوری,doctors,,doctors,True,False,35.7216972,51.389098,197,,False
درمانگاه خیریه امامزاده حسن,clinic,clinic,clinic,True,False,35.6655666,51.3598173,198,airport_buffer,True
unnamed,doctors,doctor,doctors,True,False,35.8098017,51.4128784,199,,False
تصویربرداری پزشکی کشور,doctors,doctor,doctors,True,False,35.7015576,51.3776909,200,government_political,True
درمانگاه خیریه محمدولی فرمانفرمائیان,clinic,clinic,clinic,True,False,35.6446272,51.3070955,201,,False
درمانگاه خیریه المهدی,clinic,,clinic,True,False,35.7500585,51.451529,202,,False
مرکز دیابت و بیماریهای متابولیک,clinic,clinic,clinic,True,False,35.7195306,51.3877882,203,government_political,True
مطب دکتر اصغری,doctors,doctor,doctors,True,False,35.7817361,51.3731683,204,,False
آزمایشگاه پاتولوژی و ژنتیک کریمی نژاد - نجم آبادی,,laboratory,laboratory,True,False,35.7545488,51.3666761,205,,False
آزمایشگاه پزشکی ثمره,,laboratory,laboratory,True,False,35.7681173,51.4602444,206,government_political,True
دکتر محمود ارشد فوق تخصص غدد,doctors,doctor,doctors,True,False,35.7230132,51.3720936,207,,False
مجتمع پزشکان قائم,clinic,clinic,clinic,True,False,35.6350592,51.4917414,208,,False
درمانگاه تخصصی مسعودیه,clinic,clinic,clinic,True,False,35.63533,51.4965719,209,government_political,True
مجتمع خدمات پزشکی,clinic,clinic,clinic,True,False,35.7277734,51.3021797,210,airport_buffer|government_political,True
درمانگاه رازی,clinic,clinic,clinic,True,False,35.6337727,51.4969899,211,,False
درمانگاه شهرداری منطقه یک,clinic,clinic,clinic,True,False,35.8124656,51.4558123,212,,False
رادیولوژی تخصصی دهان و فک دکتر ساندرا مهر علی زاده,doctors,doctor,doctors,True,False,35.7409807,51.4636145,213,,False
لاله,clinic,clinic,clinic,True,False,35.7292646,51.3611484,214,,False
درمانگاه ستاره,clinic,clinic,clinic,True,False,35.771175,51.3793367,215,,False
شهید کلانتری,clinic,clinic,clinic,True,False,35.7160025,51.4178664,216,,False
مرکز جراحی شفا,clinic,clinic,clinic,True,False,35.7222786,51.331675,217,airport_buffer,True
درمانگاه سحر,clinic,clinic,clinic,True,False,35.7445133,51.3040702,218,,False
درمانگاه خیریه مکتب الزهرا,clinic,clinic,clinic,True,False,35.6784739,51.4626765,219,airport_buffer,True
درمانگاه شبانه روزی آودیسیان,clinic,,clinic,True,False,35.7189726,51.4823201,220,airport_buffer,True
درمانگاه خیریه انصار,clinic,clinic,clinic,True,False,35.6740316,51.4398307,221,airport_buffer,True
مطب دکتر شهریار یحیوی,doctors,doctor,doctors,True,False,35.7562941,51.3946437,222,,False
درمانگاه شهرک دانشگاه,clinic,clinic,clinic,True,False,35.7158924,51.2071239,223,,False
unnamed,doctors,doctor,doctors,True,False,35.7236403,51.423459,224,,False
دکتر امینی,doctors,doctor,doctors,True,False,35.7589751,51.3961741,225,government_political,True
مطب دکتر محمد میر,doctors,doctor,doctors,True,False,35.7249921,51.382961,226,,False
دکتر جهانبین,doctors,doctor,doctors,True,False,35.6681234,51.4530846,227,airport_buffer,True
مجتمع پرشکی حضرت زهرا(ع),clinic,clinic,clinic,True,False,35.7598027,51.2810414,228,,False
درمانگاه شبانه‌روزی پارت,clinic,clinic,clinic,True,False,35.7206171,51.3532662,229,airport_buffer,True
مطب دکتر رضوانی,doctors,doctor,doctors,True,False,35.7413788,51.4100457,230,,False
درمانگاه امام حسن مجتبی,clinic,clinic,clinic,True,False,35.7132164,51.4585872,231,airport_buffer|government_political,True
درمانگاه آموزش و پرورش منطقه ۸ تهران,clinic,clinic,clinic,True,False,35.7124396,51.4692934,232,airport_buffer,True
کلینیک تخصصی دندانپزشکی دکتر رامیار,clinic,clinic,clinic,True,False,35.7237962,51.3086091,233,airport_buffer,True
کلینیک ترک اعتیاد فانوس,clinic,drug_rehabilitation,clinic,True,False,35.7831609,51.3559053,234,,False
دکترفریده صمدی,doctors,doctor,doctors,True,False,35.7341851,51.4137519,235,,False
درمانگاه فرهنگیان زینب بختیاری,clinic,clinic,clinic,True,False,35.6511228,51.4868987,236,,False
درمانگاه شبانه روزی فرجام,clinic,clinic,clinic,True,False,35.7397622,51.4948536,237,,False
دکتر کیوان خسروی فرد,doctors,doctor,doctors,True,False,35.7355913,51.4880233,238,airport_buffer,True
درمانگاه شفا,clinic,clinic,clinic,True,False,35.7339323,51.5165364,239,,False
درمانگاه شبانه روزی اتکا,clinic,clinic,clinic,True,False,35.6250867,51.411495,240,,False
unnamed,doctors,doctor,doctors,True,False,35.7352843,51.4153207,241,government_political,True
دکتر علی بهتری متخصص مغز,doctors,doctor,doctors,True,False,35.7408926,51.4104665,242,,False
رادیولوژی و سونوگرافی نوین پرتو,doctors,doctor,doctors,True,False,35.7957502,51.4478107,243,government_political,True
سلامت مادران,clinic,clinic,clinic,True,False,35.7806149,51.4620316,244,,False
مطب حکیم دکتر حسین روازاده,doctors,doctor,doctors,True,False,35.696531,51.3870168,245,,False
دکتر مصطفی شریفیان,doctors,doctor,doctors,True,False,35.7626177,51.4441129,246,government_political,True
مطب دکتر مجید صادقی,doctors,doctor,doctors,True,False,35.7817611,51.3732047,247,,False
مطب دکتر سخاوت‌فر,doctors,doctor,doctors,True,False,35.7817424,51.3732105,248,,False
مرکز بهداشت صبارو,clinic,clinic,clinic,True,False,35.7685647,51.390941,249,,False
کلینیک پزشکی و دندانپزشکی غدیر,clinic,clinic,clinic,True,False,35.7960261,51.5216656,250,government_political,True
کلینیک,clinic,clinic,clinic,True,False,35.665753,51.4477242,251,,False
مطب دکتر فتحعلی,doctors,doctor,doctors,True,False,35.6681253,51.4499783,252,airport_buffer,True
مطب دکتر فاطمه اصفهانی,doctors,doctor,doctors,True,False,35.7769375,51.4655714,253,,False
درمانگاه تخصصی داخلی (خیریه) کاشانی پور,clinic,clinic,clinic,True,False,35.716251,51.4589166,254,airport_buffer,True
مرکز بهداشت المپیک,clinic,clinic,clinic,True,False,35.7599724,51.2652901,255,,False
درمانگاه به بخش,clinic,clinic,clinic,True,False,35.7364571,51.5559589,256,,False
رادیولوژی و سونوگرافی خورشید,doctors,doctor,doctors,True,False,35.7439335,51.5340766,257,,False
مرکز تصویربرداری پزشکی سینا اطهر,doctors,doctor,doctors,True,False,35.8024319,51.4343093,258,government_political,True
هفت دریا,clinic,clinic,clinic,True,False,35.7574875,51.4130303,259,government_political,True
میکرودرم دکتر آزادی فر,doctors,doctor,doctors,True,False,35.6399209,51.487396,260,,False
آزمایشگاه ثمین,,laboratory,laboratory,True,False,35.7960071,51.4482283,261,government_political,True
unnamed,doctors,doctor,doctors,True,False,35.7761603,51.4653463,262,,False
unnamed,,blood_donation,blood_donation,False,True,35.7579342,51.5391741,263,,False
مرکز تصویربرداری کوثر,clinic,yes,clinic,True,False,35.772387,51.4615341,264,,False
مجتمع دارویی درمانی هلال ایران,clinic,clinic,clinic,True,False,35.7334259,51.5438503,265,,False
دکتر طاهره رشیدی,doctors,doctor,doctors,True,False,35.6543346,51.3870533,266,,False
درمانگاه شبانه روزی پاستور,clinic,clinic,clinic,True,False,35.7090573,51.473605,267,airport_buffer,True
دکتر سعادتمند,doctors,doctor,doctors,True,False,35.6445514,51.4051108,268,military_security,True
درمانگاه کوثر,clinic,clinic,clinic,True,False,35.8004565,51.5078239,269,,False
unnamed,clinic,clinic,clinic,True,False,35.6684099,51.4445991,270,,False
امین کلینیک,clinic,clinic,clinic,True,False,35.7408344,51.4106089,271,,False
مطب دکتر پادمهر,doctors,doctor,doctors,True,False,35.7580802,51.4479836,272,government_political,True
کلینیک شبانه روزی شهرزاد,clinic,,clinic,True,False,35.7365513,51.2939851,273,airport_buffer|government_political,True
لابراتوار تخصصی ارتودنسی حبیبی,,laboratory,laboratory,True,False,35.7203501,51.4394329,274,airport_buffer,True
